1.00000000,0.00161237
2.00000000,0.00154026
3.00000000,0.00150274
4.00000000,0.00151064
5.00000000,0.00185891
6.00000000,0.00238525
7.00000000,0.00288647
8.00000000,0.00332018
9.00000000,0.00387166
10.00000000,0.00407847
11.00000000,0.00400451
12.00000000,0.00374600
13.00000000,0.00362608
14.00000000,0.00319237
15.00000000,0.00282543
16.00000000,0.00248650
17.00000000,0.00245563
18.00000000,0.00230196
19.00000000,0.00240321
20.00000000,0.00258847
21.00000000,0.00297910
22.00000000,0.00357725
23.00000000,0.00392911
24.00000000,0.00388602
25.00000000,0.00375246
26.00000000,0.00336973
27.00000000,0.00301931
28.00000000,0.00291447
29.00000000,0.00271341
30.00000000,0.00263945
31.00000000,0.00253461
32.00000000,0.00208725
33.00000000,0.00177705
34.00000000,0.00177561
35.00000000,0.00173396
36.00000000,0.00167939
37.00000000,0.00169519
38.00000000,0.00164564
39.00000000,0.00160830
40.00000000,0.00157958
41.00000000,0.00176628
42.00000000,0.00209515
43.00000000,0.00259493
44.00000000,0.00307891
45.00000000,0.00383001
46.00000000,0.00396358
47.00000000,0.00411653
48.00000000,0.00371943
49.00000000,0.00338122
50.00000000,0.00302218
51.00000000,0.00274644
52.00000000,0.00231417
53.00000000,0.00235940
54.00000000,0.00257770
55.00000000,0.00286780
56.00000000,0.00413376
57.00000000,0.00492866
58.00000000,0.00516922
59.00000000,0.00496888
60.00000000,0.00442099
61.00000000,0.00328141
62.00000000,0.00284697
63.00000000,0.00289868
64.00000000,0.00344010
65.00000000,0.00410575
66.00000000,0.00475920
67.00000000,0.00457681
68.00000000,0.00424219
69.00000000,0.00354494
70.00000000,0.00286923
71.00000000,0.00238023
72.00000000,0.00239674
73.00000000,0.00247860
74.00000000,0.00340061
75.00000000,0.00443463
76.00000000,0.00532360
77.00000000,0.00623125
78.00000000,0.00683945
79.00000000,0.00668650
80.00000000,0.00614149
81.00000000,0.00526185
82.00000000,0.00416966
83.00000000,0.00348247
84.00000000,0.00281682
85.00000000,0.00231632
86.00000000,0.00218276
87.00000000,0.00213967
88.00000000,0.00221794
89.00000000,0.00217271
90.00000000,0.00210808
91.00000000,0.00192784
92.00000000,0.00189984
93.00000000,0.00175192
94.00000000,0.00166934
95.00000000,0.00153901
96.00000000,0.00149862
97.00000000,0.00161853
98.00000000,0.00176646
99.00000000,0.00186483
100.00000000,0.00214165
101.00000000,0.00223805
102.00000000,0.00231201
103.00000000,0.00228544
104.00000000,0.00263802
105.00000000,0.00307245
106.00000000,0.00368712
107.00000000,0.00449136
108.00000000,0.00518861
